10238868,bot-mode,451693,3,14926049,2013-02-05T20:03:18Z
10238902,sivachak,10086301,4,71665119,2019-06-27T09:16:14Z
10239313,bot-mode,451693,2,14855712,2013-01-31T07:17:45Z
10239376,coleman,93788,8,24506078,2014-08-02T22:14:01Z
10239455,bot-mode,451693,2,14855712,2013-01-31T07:17:51Z
10239523,bot-mode,451693,2,14855712,2013-01-31T07:17:53Z
10239528,rza31,2137840,3,46238402,2017-02-20T09:29:38Z
10239537,bot-mode,451693,3,14855712,2013-01-31T07:17:55Z
10239541,bot-mode,451693,2,14373181,2012-12-23T03:22:24Z
10239681,bot-mode,451693,2,14373181,2012-12-23T03:22:25Z
10239683,grouper,369983,3,27683904,2014-12-25T06:53:10Z
10239849,bot-mode,451693,2,14373181,2012-12-23T03:22:25Z
10239893,Jack the Ripper,1946151,6,59616136,2018-06-06T22:14:31Z
10240010,bot-mode,451693,3,14855712,2013-01-31T07:18:14Z
10240013,Jack the Ripper,1946151,3,36927934,2016-01-31T23:06:44Z
10240224,bot-mode,451693,4,14373181,2012-12-23T03:22:26Z
10240481,Iowa Kid,703517,5,37617722,2016-03-04T21:51:31Z
10240582,bot-mode,451693,4,14855712,2013-01-31T07:18:27Z
10240653,bot-mode,451693,3,14373181,2012-12-23T03:22:26Z
10240654,bot-mode,451693,2,14373181,2012-12-23T03:22:26Z
10240901,bot-mode,451693,2,14855712,2013-01-31T07:18:41Z
10240905,bot-mode,451693,2,14855712,2013-01-31T07:18:42Z
10240907,bot-mode,451693,2,14855712,2013-01-31T07:18:42Z
10240912,bot-mode,451693,5,14855712,2013-01-31T07:18:42Z
10240969,Jack the Ripper,1946151,7,59615560,2018-06-06T21:30:57Z
10241014,Jack the Ripper,1946151,11,59616136,2018-06-06T22:14:33Z
10241084,pete404,2716442,18,48065860,2017-04-23T16:50:10Z
10241098,pete404,2716442,18,48065860,2017-04-23T16:50:10Z
10241197,rza31,2137840,3,46238402,2017-02-20T09:29:41Z
10241198,bot-mode,451693,2,14855712,2013-01-31T07:18:53Z
10241222,bot-mode,451693,2,14855712,2013-01-31T07:18:54Z
10241231,sunilaak,10086280,3,71699645,2019-06-28T09:02:37Z
10241365,grouper,369983,3,27683904,2014-12-25T06:53:07Z
10241410,talukdm,8683374,8,71697230,2019-06-28T07:44:59Z
10241411,lucsalmons,6744836,7,67857459,2019-03-06T20:02:35Z
10241432,ganarend,8476271,5,71710614,2019-06-28T14:33:22Z
10241442,rza31,2137840,4,46238402,2017-02-20T09:29:41Z
10241490,bot-mode,451693,2,14926049,2013-02-05T20:04:06Z
10241492,bot-mode,451693,2,14926049,2013-02-05T20:04:07Z
10241597,vsahith,9196087,9,71703058,2019-06-28T10:46:30Z
10241608,Jack the Ripper,1946151,3,59616136,2018-06-06T22:14:32Z
10241700,bot-mode,451693,2,14926049,2013-02-05T20:04:21Z
10241714,NE2,207745,2,6411730,2010-11-20T04:03:36Z
10241717,grouper,369983,3,27683904,2014-12-25T06:53:08Z
10241737,Jack the Ripper,1946151,4,59616407,2018-06-06T22:39:54Z
10241787,NE2,207745,20,14231655,2012-12-10T21:36:09Z
10241822,sunilaak,10086280,3,71697973,2019-06-28T08:08:50Z
10241823,vvvuppal,10086302,3,71627589,2019-06-26T08:48:16Z
10241912,Jack the Ripper,1946151,4,36991399,2016-02-04T07:12:05Z
10242125,bot-mode,451693,2,14926049,2013-02-05T20:04:46Z
10242161,Jack the Ripper,1946151,5,59616504,2018-06-06T22:50:30Z
10242262,Jack the Ripper,1946151,7,59616407,2018-06-06T22:39:53Z
10242318,bot-mode,451693,2,14926049,2013-02-05T20:04:56Z
10242343,Jack the Ripper,1946151,3,36971029,2016-02-03T05:54:48Z
10242431,sijjacob,10114006,6,71706261,2019-06-28T12:31:00Z
10242471,govvala,9632272,4,71666974,2019-06-27T10:18:25Z
10242483,grouper,369983,3,27683904,2014-12-25T06:53:07Z
10242812,Jack the Ripper,1946151,4,59615560,2018-06-06T21:30:58Z
10242898,bot-mode,451693,2,14926049,2013-02-05T20:05:41Z
10242939,Jack the Ripper,1946151,4,59615560,2018-06-06T21:30:57Z
10242954,iggujja,10145708,12,72270061,2019-07-15T15:09:42Z
10243043,bot-mode,451693,2,14926049,2013-02-05T20:05:50Z
10243044,bot-mode,451693,2,14926049,2013-02-05T20:05:50Z
10243112,bot-mode,451693,2,14926049,2013-02-05T20:05:59Z
10243192,Jack the Ripper,1946151,3,59616682,2018-06-06T23:09:15Z
10243233,bot-mode,451693,2,14926049,2013-02-05T20:06:08Z
10243258,Jack the Ripper,1946151,3,59616136,2018-06-06T22:14:34Z
10243264,sushredd,9268825,3,71697689,2019-06-28T07:59:41Z
10243265,bot-mode,451693,2,14926049,2013-02-05T20:06:09Z
10243274,bot-mode,451693,2,14926049,2013-02-05T20:06:10Z
10243319,piyuku,10114000,3,71704406,2019-06-28T11:29:59Z
